StudentID,study_hours,attendance_percentage,participation_rate,total_score,grade,at_risk,risk_label,attendance_band,study_band,meets_70_rule,dataset
1068,23.1,86.6,8.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1069,11.7,84.9,9.0,74.5,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1070,17.4,74.3,2.2,76.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1071,14.7,77.4,6.6,93.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1072,18.3,100.0,1.0,90.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1073,15.5,86.2,5.2,85.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1074,6.0,81.1,6.5,71.5,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1075,22.0,94.7,6.8,91.5,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1076,11.5,86.2,6.3,81.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1077,4.1,82.3,6.1,53.6,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1078,12.0,71.2,6.3,79.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1079,25.5,88.1,5.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1080,21.0,87.2,6.5,99.2,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1081,12.6,67.5,2.7,90.5,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1082,12.6,77.1,4.3,74.6,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1083,12.7,90.6,3.9,78.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1084,29.5,62.3,7.7,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
1085,17.7,97.5,4.2,93.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1086,18.0,78.2,6.0,96.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1087,22.2,78.7,6.1,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1088,16.7,95.4,7.5,93.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1089,13.2,76.1,1.8,89.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1090,13.6,80.6,8.7,65.8,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1091,14.5,83.3,7.7,99.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1092,14.7,94.9,4.5,99.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1093,20.1,88.8,4.1,86.3,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1094,15.4,64.1,1.9,86.1,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1095,20.1,100.0,8.9,93.9,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1096,14.4,69.9,6.2,82.3,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1097,15.6,91.3,6.7,86.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1098,1.0,95.3,8.4,50.4,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1099,21.4,100.0,5.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1100,17.4,68.2,6.6,100.0,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1101,22.0,77.3,9.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1102,0.0,84.2,7.6,60.7,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1103,29.6,76.6,4.2,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1104,14.0,85.9,7.2,78.9,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1105,22.8,74.6,6.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1106,7.7,87.2,6.8,73.3,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1107,19.3,85.3,5.0,83.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1108,7.6,100.0,3.4,71.2,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1109,10.6,92.6,8.5,88.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1110,28.4,95.9,4.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1111,13.7,88.6,5.7,91.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1112,16.5,80.4,6.3,97.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1113,21.1,90.5,3.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1114,18.5,80.2,5.9,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1115,16.1,75.1,6.5,98.2,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1116,17.6,89.7,8.6,77.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1117,31.8,100.0,4.9,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
1118,14.6,91.0,7.2,84.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1119,16.4,99.3,10.0,88.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1120,22.4,90.7,8.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1121,22.7,100.0,9.8,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1122,23.3,97.4,6.3,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1123,19.5,98.5,7.3,95.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1124,7.0,87.0,5.9,58.2,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1125,26.4,91.1,5.4,98.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1126,7.0,82.7,4.8,78.1,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1127,17.1,76.6,3.4,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1128,9.7,80.0,9.6,89.7,A,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1129,14.6,81.9,8.0,98.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1130,17.3,76.8,7.3,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1131,17.2,85.0,9.5,93.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1132,18.0,97.4,5.8,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1133,26.3,84.8,3.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1134,18.2,63.2,5.5,62.8,C,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1135,13.3,79.3,4.8,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1136,21.7,83.5,4.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1137,23.3,100.0,4.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1138,6.4,78.2,7.3,60.3,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1139,19.2,77.6,2.0,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1140,19.9,83.4,5.7,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1141,12.9,88.0,2.9,79.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1142,24.6,72.8,4.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1143,13.9,88.2,2.9,66.3,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1144,15.9,89.2,9.6,88.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1145,13.8,78.1,5.1,76.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1146,15.1,88.2,9.5,92.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1147,7.3,73.5,4.3,73.9,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1148,4.9,76.9,8.6,49.4,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1149,26.2,77.9,5.8,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1150,9.1,78.6,7.2,70.0,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1151,8.1,82.3,5.4,66.4,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1152,0.0,80.9,7.4,53.6,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1153,10.5,74.2,9.8,76.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1154,5.7,100.0,3.0,62.4,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1155,26.5,81.4,6.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1156,22.1,82.3,5.7,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1157,10.2,99.0,2.5,82.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1158,30.8,100.0,4.9,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
1159,21.9,85.9,4.3,95.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1160,12.7,90.9,4.6,68.2,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1161,0.0,81.8,3.7,49.9,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1162,31.0,75.3,9.5,100.0,A,0,Not at risk,70-85%,Over 30h,Eligible,B (secondary)
1163,5.3,84.1,4.3,68.6,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1164,3.5,85.3,7.2,43.9,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1165,22.2,85.9,5.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1166,32.1,100.0,4.4,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
1167,24.7,83.0,7.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1168,18.9,73.6,9.3,95.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1169,19.2,76.3,8.9,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1170,21.0,82.6,5.3,96.9,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1171,20.3,64.2,3.4,82.4,B,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
1172,17.0,63.0,3.7,89.8,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1173,15.7,84.6,6.2,83.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1174,14.6,82.9,4.3,69.9,C,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1175,9.7,80.8,5.7,82.4,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1176,13.0,82.7,5.3,79.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1177,3.1,84.6,4.8,69.3,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1178,14.3,68.9,7.1,98.7,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1179,8.1,81.5,6.8,81.5,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1180,7.3,86.5,9.5,56.9,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1181,16.3,90.9,8.2,90.4,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1182,24.7,72.3,6.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1183,21.4,100.0,3.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1184,4.0,83.4,5.7,64.1,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1185,8.1,83.5,1.1,92.4,A,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1186,21.6,99.4,10.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1187,8.1,70.6,3.1,72.4,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1188,13.4,81.3,3.0,86.6,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1189,18.9,90.2,5.1,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1190,8.2,74.7,6.9,62.4,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1191,15.7,78.3,7.9,89.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1192,5.7,76.5,7.4,72.8,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1193,10.8,90.0,2.3,82.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1194,17.2,92.3,8.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1195,3.8,78.0,6.3,47.6,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1196,18.1,74.9,7.0,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1197,14.9,89.1,4.1,75.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1198,18.9,85.3,7.2,91.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1199,16.6,91.9,4.4,99.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1200,24.5,85.5,6.6,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1201,15.9,65.4,3.0,89.8,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1202,12.0,88.3,6.3,69.1,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1203,15.9,86.1,6.6,98.7,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1204,18.8,88.2,3.1,99.9,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1205,15.3,93.1,4.4,87.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1206,15.3,94.5,10.0,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1207,10.1,85.0,6.5,88.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1208,10.4,92.5,7.3,85.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1209,5.2,76.8,9.4,64.1,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1210,27.2,69.4,7.1,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
1211,6.3,76.2,5.8,52.7,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1212,10.1,64.0,6.9,81.4,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1213,10.0,82.2,3.2,69.5,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1214,21.3,71.8,6.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1215,12.9,88.2,6.6,73.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1216,23.7,71.5,5.5,97.6,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1217,10.3,68.5,5.5,86.5,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1218,17.0,100.0,5.8,87.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1219,9.2,82.7,0.0,82.7,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1220,30.0,82.2,2.9,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1221,6.7,95.7,5.5,62.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1222,17.2,66.8,4.0,94.1,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1223,19.4,69.8,6.4,100.0,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1224,17.9,79.5,0.4,82.7,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1225,13.7,81.3,5.7,78.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1226,14.1,89.7,8.1,75.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1227,15.3,72.0,6.7,99.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1228,14.0,87.3,5.5,83.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1229,21.7,71.2,4.1,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1230,30.5,82.5,5.2,100.0,A,0,Not at risk,70-85%,Over 30h,Eligible,B (secondary)
1231,11.1,93.1,8.4,76.7,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1232,5.4,64.8,3.6,48.5,D,1,At risk,50-70%,Under 10h,Not eligible,B (secondary)
1233,14.4,77.9,6.3,78.9,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1234,33.1,66.0,7.9,100.0,A,0,Not at risk,50-70%,Over 30h,Not eligible,B (secondary)
1235,9.4,94.7,2.3,83.0,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1236,26.5,88.1,5.9,98.8,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1237,26.7,89.2,5.9,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1238,11.1,92.0,7.4,66.1,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1239,19.0,78.4,5.1,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1240,26.4,74.4,5.0,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1241,12.3,91.8,5.1,82.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1242,13.6,71.8,7.5,87.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1243,10.9,82.3,7.7,71.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1244,7.9,84.7,7.5,67.0,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1245,10.5,68.3,5.9,73.1,B,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1246,6.4,94.4,5.0,68.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1247,15.2,89.1,4.7,86.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1248,9.6,66.3,6.4,79.1,B,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
1249,16.6,85.1,7.2,79.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1250,4.1,87.9,7.3,50.5,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1251,17.3,93.4,6.3,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1252,20.8,90.3,9.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1253,1.0,74.2,4.3,60.3,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1254,17.6,61.9,6.1,99.5,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1255,23.6,97.3,4.9,96.5,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1256,6.5,73.7,5.4,54.7,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1257,6.5,73.7,5.4,54.7,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1258,26.7,81.0,5.2,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1259,17.9,80.3,5.1,77.7,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1260,10.1,72.3,8.1,75.0,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1261,14.6,100.0,5.0,75.5,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1262,18.9,66.1,10.0,91.5,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1263,15.5,73.5,8.9,97.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1264,18.8,71.4,4.3,93.9,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1265,8.6,85.2,6.1,64.3,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1266,16.2,86.4,4.6,72.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1267,5.1,85.0,4.4,65.5,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1268,14.2,88.9,8.6,78.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1269,8.7,58.9,6.9,65.2,C,0,Not at risk,50-70%,Under 10h,Not eligible,B (secondary)
1270,9.9,89.7,4.9,71.3,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1271,23.7,91.0,6.5,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1272,22.6,98.0,6.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1273,19.3,62.9,6.5,91.9,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1274,7.4,86.9,8.4,79.2,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1275,12.8,100.0,6.0,82.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1276,23.5,86.4,6.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1277,16.0,94.6,6.6,98.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1278,31.2,92.7,7.2,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
1279,17.8,90.5,6.6,93.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1280,16.3,76.4,5.7,81.2,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1281,12.8,77.8,7.4,71.3,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1282,15.9,88.4,7.8,79.0,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1283,13.9,82.8,10.0,91.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1284,20.0,81.1,4.4,95.8,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1285,21.7,80.9,5.1,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1286,9.5,78.1,5.6,77.0,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1287,5.7,90.1,7.0,68.5,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1288,2.1,86.1,3.2,58.7,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1289,18.6,94.2,7.8,95.5,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1290,7.3,93.6,7.6,66.1,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1291,0.0,86.4,8.2,51.7,D,1,At risk,Above 85%,Under 10h,Eligible,B (secondary)
1292,17.7,86.2,8.9,94.8,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1293,32.5,100.0,10.0,100.0,A,0,Not at risk,Above 85%,Over 30h,Eligible,B (secondary)
1294,15.0,100.0,5.6,81.2,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1295,20.9,78.6,4.6,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1296,15.6,76.5,6.7,97.4,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1297,14.3,100.0,7.4,72.3,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1298,21.4,77.1,5.5,98.7,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1299,13.0,89.4,9.1,75.1,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1300,16.9,76.6,8.7,87.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1301,17.3,87.9,8.3,88.1,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1302,10.3,85.1,7.4,68.9,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1303,21.9,91.2,7.0,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1304,13.8,81.3,7.9,74.1,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1305,9.7,93.5,5.1,80.1,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1306,18.8,60.6,10.0,85.7,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1307,8.7,81.6,5.3,65.8,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1308,15.2,79.2,8.7,84.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1309,14.9,83.5,6.3,93.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1310,22.6,70.8,4.4,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1311,18.3,73.8,7.4,95.3,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1312,14.8,69.4,7.5,93.3,A,0,Not at risk,50-70%,10-20h,Not eligible,B (secondary)
1313,20.7,87.1,7.9,91.6,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1314,24.7,100.0,4.7,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1315,18.9,75.2,7.9,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1316,15.1,100.0,8.1,83.4,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1317,5.8,84.1,6.7,59.8,C,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1318,7.5,80.0,6.8,76.7,B,0,Not at risk,70-85%,Under 10h,Eligible,B (secondary)
1319,12.9,81.2,8.3,86.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1320,10.7,96.3,6.7,69.5,C,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1321,13.7,83.4,3.4,98.7,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1322,15.4,92.8,8.5,89.6,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1323,18.7,86.3,1.9,95.3,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1324,14.5,81.3,4.7,81.8,B,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1325,18.4,80.5,5.9,100.0,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1326,15.5,74.7,6.4,86.5,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1327,1.2,81.8,5.8,40.6,D,1,At risk,70-85%,Under 10h,Eligible,B (secondary)
1328,8.4,85.2,6.9,68.0,C,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1329,14.0,89.7,6.3,88.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1330,6.5,91.1,6.0,77.6,B,0,Not at risk,Above 85%,Under 10h,Eligible,B (secondary)
1331,19.2,85.1,4.4,100.0,A,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
1332,25.7,78.9,6.3,100.0,A,0,Not at risk,70-85%,20-30h,Eligible,B (secondary)
1333,23.5,96.4,5.4,100.0,A,0,Not at risk,Above 85%,20-30h,Eligible,B (secondary)
1334,13.5,77.4,5.9,97.1,A,0,Not at risk,70-85%,10-20h,Eligible,B (secondary)
1335,25.4,68.5,5.1,100.0,A,0,Not at risk,50-70%,20-30h,Not eligible,B (secondary)
1336,16.0,85.2,7.9,83.9,B,0,Not at risk,Above 85%,10-20h,Eligible,B (secondary)
